SG_PARTIDO,DS_GASTO_NIVEL1,VR_GASTO
MDB,PESSOAL,1751.75
MDB,PESSOAL,2207.46
MDB,PESSOAL,2192.76
MDB,PESSOAL,2349.86
MDB,PESSOAL,2327.71
MDB,PESSOAL,2408.67
MDB,PESSOAL,2392.59
MDB,PESSOAL,1751.75
MDB,PESSOAL,1751.75
MDB,PESSOAL,3745.38
MDB,PESSOAL,3764.9
MDB,PESSOAL,112.45
MDB,PESSOAL,3568.21
MDB,PESSOAL,3104.37
MDB,PESSOAL,3104.37
MDB,PESSOAL,761.38
MDB,PESSOAL,2565.22
MDB,PESSOAL,2565.22
MDB,PESSOAL,2565.22
MDB,PESSOAL,2565.22
MDB,PESSOAL,2960.24
MDB,DESPESAS FINANCEIRAS,4.35
MDB,DESPESAS FINANCEIRAS,8.85
MDB,DESPESAS FINANCEIRAS,2.35
MDB,DESPESAS FINANCEIRAS,4.35
MDB,DESPESAS FINANCEIRAS,4.7
MDB,DESPESAS FINANCEIRAS,7.05
MDB,DESPESAS FINANCEIRAS,4.7
MDB,DESPESAS FINANCEIRAS,2.35
MDB,DESPESAS FINANCEIRAS,4.35
MDB,DESPESAS FINANCEIRAS,4.35
MDB,DESPESAS FINANCEIRAS,9.4
MDB,DESPESAS FINANCEIRAS,4.35
MDB,DESPESAS FINANCEIRAS,2.35
MDB,DESPESAS FINANCEIRAS,7.05
MDB,DESPESAS FINANCEIRAS,8.85
MDB,DESPESAS FINANCEIRAS,4.7
MDB,DESPESAS FINANCEIRAS,4.35
MDB,DESPESAS FINANCEIRAS,2.35
MDB,DESPESAS FINANCEIRAS,2.35
MDB,DESPESAS FINANCEIRAS,23.5
MDB,DESPESAS FINANCEIRAS,4.35
MDB,DESPESAS FINANCEIRAS,4.7
MDB,DESPESAS FINANCEIRAS,4.35
MDB,DESPESAS FINANCEIRAS,4.35
MDB,DESPESAS FINANCEIRAS,2.35
MDB,DESPESAS FINANCEIRAS,128
MDB,DESPESAS FINANCEIRAS,43.4
MDB,DESPESAS FINANCEIRAS,2.35
MDB,DESPESAS FINANCEIRAS,4.6
MDB,DESPESAS FINANCEIRAS,4.6
MDB,DESPESAS FINANCEIRAS,4.6
MDB,DESPESAS FINANCEIRAS,15
MDB,DESPESAS FINANCEIRAS,4.6
MDB,DESPESAS FINANCEIRAS,5
MDB,DESPESAS FINANCEIRAS,4.6
MDB,DESPESAS FINANCEIRAS,2.35
MDB,DESPESAS FINANCEIRAS,4.35
MDB,DESPESAS FINANCEIRAS,4.35
MDB,DESPESAS FINANCEIRAS,4.35
MDB,DESPESAS FINANCEIRAS,9.4
MDB,DESPESAS FINANCEIRAS,4.7
MDB,DESPESAS FINANCEIRAS,4.35
MDB,DESPESAS FINANCEIRAS,4.35
MDB,DESPESAS FINANCEIRAS,128
MDB,DESPESAS FINANCEIRAS,10.04
MDB,DESPESAS FINANCEIRAS,43.4
MDB,DESPESAS FINANCEIRAS,2.35
MDB,DESPESAS FINANCEIRAS,4.35
MDB,DESPESAS FINANCEIRAS,2.95
MDB,DESPESAS FINANCEIRAS,4.35
MDB,DESPESAS FINANCEIRAS,4.35
MDB,DESPESAS FINANCEIRAS,4.35
MDB,DESPESAS FINANCEIRAS,4.7
MDB,DESPESAS FINANCEIRAS,4.35
MDB,DESPESAS FINANCEIRAS,4.7
MDB,DESPESAS FINANCEIRAS,14.1
MDB,DESPESAS FINANCEIRAS,2.35
MDB,DESPESAS FINANCEIRAS,2.35
MDB,DESPESAS FINANCEIRAS,43.4
MDB,DESPESAS FINANCEIRAS,4.35
MDB,DESPESAS FINANCEIRAS,4.7
MDB,DESPESAS FINANCEIRAS,2.95
MDB,DESPESAS FINANCEIRAS,4.35
MDB,DESPESAS FINANCEIRAS,2.35
MDB,DESPESAS FINANCEIRAS,4.7
MDB,DESPESAS FINANCEIRAS,4.35
MDB,DESPESAS FINANCEIRAS,4.35
MDB,DESPESAS FINANCEIRAS,4.7
MDB,DESPESAS FINANCEIRAS,4.7
MDB,DESPESAS FINANCEIRAS,4.7
MDB,DESPESAS FINANCEIRAS,2.35
MDB,DESPESAS FINANCEIRAS,4.35
MDB,DESPESAS FINANCEIRAS,7.05
MDB,DESPESAS FINANCEIRAS,4.35
MDB,DESPESAS FINANCEIRAS,9.4
MDB,DESPESAS FINANCEIRAS,4.35
MDB,DESPESAS FINANCEIRAS,9.7
MDB,DESPESAS FINANCEIRAS,4.35
MDB,DESPESAS FINANCEIRAS,2.35
MDB,PESSOAL,1601.6
MDB,PESSOAL,1601.6
MDB,PESSOAL,1324.8
MDB,PESSOAL,1230.96
MDB,PESSOAL,1214.4
MDB,PESSOAL,1214.4
MDB,PESSOAL,1421.4
MDB,PESSOAL,1214.4
MDB,PESSOAL,1214.4
MDB,PESSOAL,2082.08
MDB,PESSOAL,2082.08
MDB,PESSOAL,2082.08
MDB,PESSOAL,2082.08
MDB,PESSOAL,2411.23
MDB,PESSOAL,2082.08
MDB,PESSOAL,2082.08
MDB,PESSOAL,4111.62
MDB,PESSOAL,5289.91
MDB,PESSOAL,4111.62
MDB,PESSOAL,4111.62
MDB,ALUGUÉIS E CONDOMÍNIOS,256.4
MDB,ALUGUÉIS E CONDOMÍNIOS,256.4
MDB,PESSOAL,4937
MDB,PESSOAL,2394.48
MDB,PESSOAL,2394.48
MDB,PESSOAL,2612.55
MDB,PESSOAL,2612.55
MDB,PESSOAL,807.49
MDB,PESSOAL,1536.4
MDB,PESSOAL,1536.4
MDB,PESSOAL,1601.6
MDB,PESSOAL,1623.44
MDB,PESSOAL,1601.6
MDB,PESSOAL,1601.6
MDB,PESSOAL,1601.6
MDB,PESSOAL,1035.76
MDB,PESSOAL,2588.49
MDB,PESSOAL,2485.09
MDB,PESSOAL,2485.09
MDB,PESSOAL,2485.09
MDB,PESSOAL,2485.09
MDB,PESSOAL,2485.09
MDB,SERVIÇOS DE LIMPEZA,50
MDB,SERVIÇOS CARTORÃRIOS,70
MDB,SERVIÇOS POSTAIS,248.2
MDB,SERVIÇOS POSTAIS,306.3
MDB,SERVIÇOS POSTAIS,150.16
MDB,SERVIÇOS POSTAIS,97.74
MDB,SERVIÇOS POSTAIS,67.12
MDB,SERVIÇOS POSTAIS,298
MDB,SERVIÇOS POSTAIS,481.65
MDB,EVENTOS PROMOCIONAIS,27577
MDB,PESSOAL,1043.7
MDB,PESSOAL,1043.7
MDB,PESSOAL,894.6
MDB,PESSOAL,1093.4
MDB,PESSOAL,944.3
MDB,PESSOAL,958.5
MDB,PESSOAL,2118.11
MDB,OUTRAS DESPESAS GERAIS,9222.02
MDB,DESPESAS FINANCEIRAS,4.35
MDB,DESPESAS FINANCEIRAS,8.55
MDB,DESPESAS FINANCEIRAS,9.4
MDB,DESPESAS FINANCEIRAS,2.35
MDB,DESPESAS FINANCEIRAS,4.35
MDB,DESPESAS FINANCEIRAS,4.7
MDB,DESPESAS FINANCEIRAS,4.7
MDB,DESPESAS FINANCEIRAS,2.35
MDB,DESPESAS FINANCEIRAS,4.7
MDB,DESPESAS FINANCEIRAS,4.35
MDB,DESPESAS FINANCEIRAS,2.35
MDB,DESPESAS FINANCEIRAS,4.35
MDB,DESPESAS FINANCEIRAS,2.35
MDB,DESPESAS FINANCEIRAS,4.35
MDB,DESPESAS FINANCEIRAS,2.35
MDB,DESPESAS FINANCEIRAS,4.35
MDB,DESPESAS FINANCEIRAS,5.9
MDB,DESPESAS FINANCEIRAS,4.7
MDB,DESPESAS FINANCEIRAS,2.95
MDB,DESPESAS FINANCEIRAS,128
MDB,DESPESAS FINANCEIRAS,4.35
MDB,DESPESAS FINANCEIRAS,2.35
MDB,DESPESAS FINANCEIRAS,4.35
MDB,DESPESAS FINANCEIRAS,4.35
MDB,PESSOAL,40.04
MDB,PESSOAL,1214.4
MDB,PESSOAL,1214.4
MDB,PESSOAL,1214.4
MDB,PESSOAL,2109.21
MDB,PESSOAL,2082.08
MDB,PESSOAL,2082.08
MDB,PESSOAL,2082.08
MDB,PESSOAL,2082.08
MDB,PESSOAL,2082.08
MDB,PESSOAL,4111.62
MDB,PESSOAL,4111.62
MDB,PESSOAL,4111.62
MDB,PESSOAL,2583.19
MDB,PESSOAL,1751.75
MDB,PESSOAL,2199.65
MDB,PESSOAL,3364.12
MDB,PESSOAL,4520.76
MDB,PESSOAL,3104.37
MDB,PESSOAL,3104.37
MDB,PESSOAL,3104.37
MDB,PESSOAL,3794.18
MDB,PESSOAL,3764.9
MDB,PESSOAL,2598.26
MDB,PESSOAL,2565.22
MDB,PESSOAL,2565.22
MDB,PESSOAL,2565.22
MDB,PESSOAL,2565.22
MDB,TELECOMUNICAÇÕES E INTERNET,1487.4
MDB,TELECOMUNICAÇÕES E INTERNET,2031.17
MDB,TELECOMUNICAÇÕES E INTERNET,2047.73
MDB,TELECOMUNICAÇÕES E INTERNET,1985.87
MDB,ÁGUA E ESGOTO,124.9
MDB,ÁGUA E ESGOTO,151.98
MDB,ÁGUA E ESGOTO,131.32
MDB,TELECOMUNICAÇÕES E INTERNET,33.23
MDB,TELECOMUNICAÇÕES E INTERNET,40.55
MDB,TELECOMUNICAÇÕES E INTERNET,40.9
MDB,TELECOMUNICAÇÕES E INTERNET,39.9
MDB,TELECOMUNICAÇÕES E INTERNET,40.72
MDB,TELECOMUNICAÇÕES E INTERNET,40.83
MDB,TELECOMUNICAÇÕES E INTERNET,386.76
MDB,TELECOMUNICAÇÕES E INTERNET,1423.88
MDB,TELECOMUNICAÇÕES E INTERNET,504.75
MDB,TELECOMUNICAÇÕES E INTERNET,510.53
MDB,ALUGUÉIS E CONDOMÍNIOS,2100
MDB,ALUGUÉIS E CONDOMÍNIOS,2100
MDB,ALUGUÉIS E CONDOMÍNIOS,2100
MDB,ALUGUÉIS E CONDOMÍNIOS,2100
MDB,ALUGUÉIS E CONDOMÍNIOS,1580
MDB,ALUGUÉIS E CONDOMÍNIOS,1804.9
MDB,ALUGUÉIS E CONDOMÍNIOS,52.66
MDB,ALUGUÉIS E CONDOMÍNIOS,4048
MDB,ALUGUÉIS E CONDOMÍNIOS,4048
MDB,ALUGUÉIS E CONDOMÍNIOS,281.72
MDB,DESPESAS FINANCEIRAS,0
MDB,ALUGUÉIS E CONDOMÍNIOS,187.42
MDB,DESPESAS FINANCEIRAS,0
MDB,ALUGUÉIS E CONDOMÍNIOS,281.74
MDB,DESPESAS FINANCEIRAS,0
MDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,40
MDB,ALUGUÉIS E CONDOMÍNIOS,200
MDB,ALUGUÉIS E CONDOMÍNIOS,400
MDB,ALUGUÉIS E CONDOMÍNIOS,256.4
MDB,OUTRAS DESPESAS GERAIS,140
MDB,LANCHES E REFEIÇÕES,368.5
MDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,117
MDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,400
MDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,1500
MDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,1550
MDB,PRODUÇÃO DE AUDIOVISUAIS,3000
MDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,1400
MDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,440
MDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,1100
MDB,LANCHES E REFEIÇÕES,1236.51
MDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,400
MDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,1550
MDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,550
MDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,180
MDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,1550
MDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,180
MDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,180
MDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,440
MDB,OUTRAS DESPESAS GERAIS,3000
MDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,1200
MDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,1550
MDB,OUTRAS DESPESAS GERAIS,140
MDB,TRANSPORTES E VIAGENS,173.62
MDB,LANCHES E REFEIÇÕES,523.98
MDB,MATERIAL DE CONSUMO,245
MDB,MATERIAL DE CONSUMO,35
MDB,TRANSPORTES E VIAGENS,1872.62
MDB,MATERIAL DE CONSUMO,379.99
MDB,TRANSPORTES E VIAGENS,609.5
MDB,LANCHES E REFEIÇÕES,165.5
MDB,TRANSPORTES E VIAGENS,100
MDB,TRANSPORTES E VIAGENS,227.5
MDB,MATERIAL DE CONSUMO,4.69
MDB,TRANSPORTES E VIAGENS,50
MDB,LANCHES E REFEIÇÕES,89
MDB,LANCHES E REFEIÇÕES,52.5
MDB,TRANSPORTES E VIAGENS,648.95
MDB,LANCHES E REFEIÇÕES,42.31
MDB,ENERGIA ELÉTRICA,1140.58
MDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,1129.81
MDB,LANCHES E REFEIÇÕES,10.5
MDB,ASSINATURAS E AQUISIÇÕES DE PERIÓDICOS,500
MDB,ALUGUÉIS E CONDOMÍNIOS,256.4
MDB,ALUGUÉIS E CONDOMÍNIOS,256.4
MDB,PESSOAL,1380
MDB,PESSOAL,2612.55
MDB,OUTRAS DESPESAS GERAIS,1000
MDB,PESSOAL,1273.01
MDB,PESSOAL,1229.12
MDB,PESSOAL,1908.27
MDB,PESSOAL,1536.4
MDB,PESSOAL,1623.44
MDB,PESSOAL,1548.22
MDB,PESSOAL,1601.6
MDB,PESSOAL,1601.6
MDB,PESSOAL,1601.6
MDB,PESSOAL,1874.6
MDB,PESSOAL,1601.6
MDB,PESSOAL,1601.6
MDB,PESSOAL,1601.6
MDB,PESSOAL,1214.4
MDB,PESSOAL,1214.4
MDB,PESSOAL,1214.4
MDB,MATERIAL DE CONSUMO,146
MDB,OUTRAS DESPESAS GERAIS,140
MDB,PESQUISAS E TESTES DE OPINIÃƒO PÃšBLICA,15000
MDB,PESQUISAS E TESTES DE OPINIÃƒO PÃšBLICA,14775
MDB,PESQUISAS E TESTES DE OPINIÃƒO PÃšBLICA,29550
MDB,MATERIAL DE CONSUMO,10244
MDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,188.59
MDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,195.3
MDB,MATERIAL DE CONSUMO,1600
MDB,OUTRAS DESPESAS GERAIS,140
MDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,2103.38
MDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,1502.98
MDB,MATERIAL DE CONSUMO,821.7
MDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,560.67
MDB,TRANSPORTES E VIAGENS,899
MDB,LANCHES E REFEIÇÕES,34.5
MDB,MATERIAL DE CONSUMO,16
MDB,ASSINATURAS E AQUISIÇÕES DE PERIÓDICOS,185
MDB,TRANSPORTES E VIAGENS,700.35
MDB,TRANSPORTES E VIAGENS,390
MDB,TELECOMUNICAÇÕES E INTERNET,1607.55
MDB,TELECOMUNICAÇÕES E INTERNET,1446.17
MDB,TELECOMUNICAÇÕES E INTERNET,2020.17
MDB,TELECOMUNICAÇÕES E INTERNET,214.05
MDB,TELECOMUNICAÇÕES E INTERNET,2058.01
MDB,ÁGUA E ESGOTO,238.8
MDB,ÁGUA E ESGOTO,124.9
MDB,ÁGUA E ESGOTO,124.9
MDB,ÁGUA E ESGOTO,128.54
MDB,ÁGUA E ESGOTO,269.18
MDB,ÁGUA E ESGOTO,409.82
MDB,ÁGUA E ESGOTO,527.02
MDB,ÁGUA E ESGOTO,316.06
MDB,ÁGUA E ESGOTO,128.54
MDB,TELECOMUNICAÇÕES E INTERNET,404.15
MDB,TELECOMUNICAÇÕES E INTERNET,49.9
MDB,TELECOMUNICAÇÕES E INTERNET,402.39
MDB,EVENTOS PROMOCIONAIS,2909
MDB,TELECOMUNICAÇÕES E INTERNET,1389.88
MDB,TELECOMUNICAÇÕES E INTERNET,1449.96
MDB,TELECOMUNICAÇÕES E INTERNET,519.01
MDB,TELECOMUNICAÇÕES E INTERNET,516.62
MDB,TELECOMUNICAÇÕES E INTERNET,509.76
MDB,TELECOMUNICAÇÕES E INTERNET,433.19
MDB,TELECOMUNICAÇÕES E INTERNET,384.24
MDB,TELECOMUNICAÇÕES E INTERNET,415.02
MDB,TELECOMUNICAÇÕES E INTERNET,394.38
MDB,ALUGUÉIS E CONDOMÍNIOS,672
MDB,ALUGUÉIS E CONDOMÍNIOS,2100
MDB,ALUGUÉIS E CONDOMÍNIOS,1215.07
MDB,ALUGUÉIS E CONDOMÍNIOS,1008
MDB,ALUGUÉIS E CONDOMÍNIOS,2452.41
MDB,ALUGUÉIS E CONDOMÍNIOS,2300
MDB,ALUGUÉIS E CONDOMÍNIOS,1791.33
MDB,ALUGUÉIS E CONDOMÍNIOS,4048
MDB,MATERIAL DE CONSUMO,40
MDB,ALUGUÉIS E CONDOMÍNIOS,256.4
MDB,ALUGUÉIS E CONDOMÍNIOS,256.4
MDB,ALUGUÉIS E CONDOMÍNIOS,256.4
MDB,ALUGUÉIS E CONDOMÍNIOS,256.4
MDB,ALUGUÉIS E CONDOMÍNIOS,256.4
MDB,OUTRAS DESPESAS GERAIS,140
MDB,EVENTOS PROMOCIONAIS,1857.79
MDB,ENERGIA ELÉTRICA,1557.42
MDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,180
MDB,OUTRAS DESPESAS GERAIS,140
MDB,ALUGUÉIS E CONDOMÍNIOS,256.4
MDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,1500
MDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,932
MDB,LANCHES E REFEIÇÕES,628.1
MDB,EVENTOS PROMOCIONAIS,600
MDB,EVENTOS PROMOCIONAIS,3400
MDB,TRANSPORTES E VIAGENS,2004.74
MDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,2000
MDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,580
MDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,2000
MDB,ALUGUÉIS E CONDOMÍNIOS,256.4
MDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,500
MDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,1550
MDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,550
MDB,ENERGIA ELÉTRICA,1063.63
MDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,1622.5
MDB,TRANSPORTES E VIAGENS,228
MDB,MATERIAL DE CONSUMO,231.79
MDB,MATERIAL DE CONSUMO,221.39
MDB,MATERIAL DE CONSUMO,9.95
MDB,MATERIAL DE CONSUMO,195
MDB,TRANSPORTES E VIAGENS,2198.7
MDB,ENERGIA ELÉTRICA,1132.62
MDB,MATERIAL DE CONSUMO,100
MDB,TRANSPORTES E VIAGENS,200
MDB,TRANSPORTES E VIAGENS,235.12
MDB,MATERIAL DE CONSUMO,183.01
MDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,977.49
MDB,MATERIAL DE CONSUMO,149.7
MDB,TRANSPORTES E VIAGENS,1375.5
MDB,TRANSPORTES E VIAGENS,2311.5
MDB,ALUGUÉIS E CONDOMÍNIOS,1580
MDB,TRANSPORTES E VIAGENS,50.02
MDB,TRANSPORTES E VIAGENS,1600
MDB,SEGURANÇA E VIGILÃ‚NCIA,207.8
MDB,TRANSPORTES E VIAGENS,1200
MDB,SEGURANÇA E VIGILÃ‚NCIA,207.8
MDB,TRANSPORTES E VIAGENS,10150.5
MDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,1385.96
MDB,TRANSPORTES E VIAGENS,6241.05
MDB,TRANSPORTES E VIAGENS,1820
MDB,TRANSPORTES E VIAGENS,6791
MDB,TRANSPORTES E VIAGENS,6432.02
MDB,SEGURANÇA E VIGILÃ‚NCIA,207.8
MDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,587
MDB,SEGURANÇA E VIGILÃ‚NCIA,207.8
MDB,EVENTOS PROMOCIONAIS,1350
MDB,TRANSPORTES E VIAGENS,3000
MDB,TRANSPORTES E VIAGENS,2785.17
MDB,SEGURANÇA E VIGILÃ‚NCIA,207.8
MDB,LANCHES E REFEIÇÕES,409.5
MDB,SEGURANÇA E VIGILÃ‚NCIA,224.97
MDB,OUTRAS DESPESAS GERAIS,140
MDB,SEGURANÇA E VIGILÃ‚NCIA,224.97
MDB,ENERGIA ELÉTRICA,1306.68
MDB,OUTRAS DESPESAS GERAIS,775.12
MDB,TRANSPORTES E VIAGENS,100
MDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,149.65
MDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,81
MDB,OUTRAS DESPESAS GERAIS,140
MDB,EVENTOS PROMOCIONAIS,323.6
MDB,CONVENÇÕES PARTIDÃRIAS,19702
MDB,OUTRAS DESPESAS GERAIS,140
MDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,838.5
MDB,EVENTOS PROMOCIONAIS,1200
MDB,ENERGIA ELÉTRICA,1042.46
MDB,LANCHES E REFEIÇÕES,390
MDB,ATIVO PERMANENTE,920
MDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,23.59
MDB,ENERGIA ELÉTRICA,1992.22
MDB,LANCHES E REFEIÇÕES,2900
MDB,MATERIAL DE CONSUMO,1180
MDB,OUTRAS DESPESAS GERAIS,150
MDB,OUTRAS DESPESAS GERAIS,50
MDB,ENERGIA ELÉTRICA,2197.49
MDB,OUTRAS DESPESAS GERAIS,680
MDB,OUTRAS DESPESAS GERAIS,280
MDB,OUTRAS DESPESAS GERAIS,180
MDB,TRANSPORTES E VIAGENS,130
MDB,OUTRAS DESPESAS GERAIS,180
MDB,OUTRAS DESPESAS GERAIS,560
MDB,ENERGIA ELÉTRICA,2072.79
MDB,ENERGIA ELÉTRICA,25.02
MDB,TRANSPORTES E VIAGENS,2919.84
MDB,TRANSPORTES E VIAGENS,3053.16
MDB,TRANSPORTES E VIAGENS,3824.96
MDB,TRANSPORTES E VIAGENS,4059.16
MDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,1174.22
MDB,TRANSPORTES E VIAGENS,3297.93
MDB,MATERIAL DE CONSUMO,257.8
MDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,229.29
MDB,TRANSPORTES E VIAGENS,6581.59
MDB,MATERIAL DE CONSUMO,460
MDB,TRANSPORTES E VIAGENS,9399.74
MDB,PUBLICAÇÕES,990
MDB,ATIVO PERMANENTE,4000
MDB,TRANSPORTES E VIAGENS,5540.66
MDB,MATERIAL DE CONSUMO,39.9
MDB,EVENTOS PROMOCIONAIS,600
MDB,MATERIAL DE CONSUMO,1272.28
MDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,2114.24
MDB,MATERIAL DE CONSUMO,119.7
MDB,TRANSPORTES E VIAGENS,8019.9
MDB,MATERIAL DE CONSUMO,199
MDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,455.8
MDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,1784
MDB,MATERIAL DE CONSUMO,39.9
MDB,MATERIAL DE CONSUMO,340
MDB,TRANSPORTES E VIAGENS,2793.9
MDB,MATERIAL DE CONSUMO,340
MDB,LANCHES E REFEIÇÕES,1090.01
MDB,TRANSPORTES E VIAGENS,265.1
MDB,TRANSPORTES E VIAGENS,166.03
MDB,EVENTOS PROMOCIONAIS,24986.31
MDB,OUTRAS DESPESAS GERAIS,140
MDB,OUTRAS DESPESAS GERAIS,1600
MDB,PESQUISAS E TESTES DE OPINIÃƒO PÃšBLICA,15000
MDB,PESQUISAS E TESTES DE OPINIÃƒO PÃšBLICA,29550
MDB,PESQUISAS E TESTES DE OPINIÃƒO PÃšBLICA,15000
MDB,PESQUISAS E TESTES DE OPINIÃƒO PÃšBLICA,14450
MDB,PESQUISAS E TESTES DE OPINIÃƒO PÃšBLICA,14775
MDB,PESQUISAS E TESTES DE OPINIÃƒO PÃšBLICA,59100
MDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,1854.76
MDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,178
MDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,63.7
MDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,234.65
MDB,MATERIAL DE CONSUMO,39.9
MDB,SEMINÃRIOS,253
MDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,430
MDB,TRANSPORTES E VIAGENS,261
MDB,ADIANTAMENTOS DIVERSOS,139.22
MDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,100
MDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,150
MDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,150
MDB,PESSOAL,30
MDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,3600
MDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,360
MDB,TRANSPORTES E VIAGENS,1594.34
MDB,TRANSPORTES E VIAGENS,616.92
MDB,TRANSPORTES E VIAGENS,50
MDB,TRANSPORTES E VIAGENS,306.95
MDB,TRANSPORTES E VIAGENS,805.23
MDB,TRANSPORTES E VIAGENS,1000
MDB,TRANSPORTES E VIAGENS,1722.57
MDB,TRANSPORTES E VIAGENS,2809.04
MDB,TRANSPORTES E VIAGENS,1641.29
MDB,TRANSPORTES E VIAGENS,1050.2
MDB,TRANSPORTES E VIAGENS,1047.9
MDB,TRANSPORTES E VIAGENS,1750.88
MDB,LANCHES E REFEIÇÕES,78.06
MDB,TRANSPORTES E VIAGENS,1005
MDB,ALUGUÉIS E CONDOMÍNIOS,2100
MDB,TRANSPORTES E VIAGENS,200
MDB,TRANSPORTES E VIAGENS,561.75
MDB,TRANSPORTES E VIAGENS,6019.95
MDB,TRANSPORTES E VIAGENS,50
MDB,SEGURANÇA E VIGILÃ‚NCIA,207.8
MDB,TRANSPORTES E VIAGENS,157.04
MDB,TRANSPORTES E VIAGENS,2422.05
MDB,MATERIAL DE CONSUMO,68
MDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,681.24
MDB,SEGURANÇA E VIGILÃ‚NCIA,207.8
MDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,2636
MDB,ALUGUÉIS E CONDOMÍNIOS,281.74
MDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,1165
MDB,MATERIAL DE CONSUMO,575.59
MDB,TRANSPORTES E VIAGENS,1096.9
MDB,TRANSPORTES E VIAGENS,4562.7
MDB,TRANSPORTES E VIAGENS,5879.25
MDB,TRANSPORTES E VIAGENS,5658.15
MDB,TRANSPORTES E VIAGENS,552.52
MDB,OUTRAS DESPESAS GERAIS,140
MDB,TRANSPORTES E VIAGENS,1000
MDB,TRANSPORTES E VIAGENS,4070.25
MDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,1351.5
MDB,TRANSPORTES E VIAGENS,533.41
MDB,SEGURANÇA E VIGILÃ‚NCIA,207.8
MDB,TRANSPORTES E VIAGENS,5347.95
MDB,EVENTOS PROMOCIONAIS,1050
MDB,EVENTOS PROMOCIONAIS,2990
MDB,MATERIAL DE CONSUMO,35.99
MDB,MATERIAL DE CONSUMO,140.15
MDB,SEGURANÇA E VIGILÃ‚NCIA,224.97
MDB,OUTRAS DESPESAS GERAIS,775.12
